24,92be041520ede849e1605d09a441880c,['Хобби и интересы: Декоративно-прикладное искусство: Резьба по дереву']
25,e2e23d557d50ff2c8de49a5bde849ad6,['Спорт: Олимпийские виды спорта: Летние олимпийские виды спорта']
26,630d1fe128c5720f518a5b436247bf9b,['Личные финансы: Коммунальные услуги: Интернет-провайдеры']
27,e3096f769d001066c09815c404695de1,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
28,1339b2511db9d55354902a79416bf709,['Музыка и аудио: R&B/Соул/Фанк']
29,933ba8a9c55608aa23764b46d02f0f01,['Здоровый образ жизни: Здоровье детей']
30,83745d9f0fba3b23f14351eae85b8807,['Семья и отношения: Воспитание детей: Интернет-безопасность для детей']
31,937da4bb2183500bd4ed68dff95472d0,['Личные финансы: Коммунальные услуги: Интернет-провайдеры']
32,2359cab0ac03e352999fa71946945cc8,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
33,13a404340742e5ddfad5c5fd140224b8,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
34,a3ba002aa1b90b747a3cb384785f81c9,['Здоровый образ жизни: Здоровье пожилых людей']
35,7387e1b257a6f849d12759beb83c5788,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
36,23bc80cdecb7dfe4ffe4a6409832e71b,['Транспорт: Автомобильные технологии: Информационно-развлекательные технологии']
37,43d4f7173efb11ce6c8e90bf36eba3e1,['Бизнес и финансы: Экономика: Цены на бензин']
38,c427976287995fdb66b4848d022de1ed,['Семья и отношения: Воспитание детей: Воспитание детей с особыми потребностями']
39,1411a3d3d0e3468860af16eb185a8432,['Семья и отношения: Воспитание детей: Воспитание детей с особыми потребностями']
40,c457f97347dce0890f9480b3a2aa01e1,['Семья и отношения: Воспитание детей: Интернет-безопасность для детей']
41,2420a0783acf0ef5e054de23cde0d971,['Спорт: Снукер/Пул/Бильярд']
42,043f99f8c21cef0a15da2e83165b7e8a,['Спорт: Катание на роликовых коньках']
43,645da937a967b2e4c9b0d86f93b71d3c,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
44,243e2fc8c8cb066f9d9d62323a2dbc88,['Спорт: Олимпийские виды спорта: Летние олимпийские виды спорта']
45,4435d072b5942c4233868c868e2cb6bc,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
46,e460f92072056d75a97ff6a7530d3802,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
47,d48f7a10196868664895c953546a8519,['Спорт: Олимпийские виды спорта: Летние олимпийские виды спорта']
48,0470fcdd5528bde839de5847038470e1,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
49,0479721a455b5ba95be716b6a51facf9,['Медицина: Медицинские направления: Заболевания головного мозга и нервной системы']
50,0479c766843b1937c867d01e814eb298,['Семья и отношения: Уход за пожилыми людьми']
51,04a07928bb821cfb9242e02505819795,['Музыка и аудио: R&B/Соул/Фанк']
52,14c54ef6b75198ae1747c5f990e22fa8,['Спорт: Олимпийские виды спорта: Летние олимпийские виды спорта']
53,c4dd550164a1947700ab404dcc6bdb56,['Спорт: Олимпийские виды спорта: Летние олимпийские виды спорта']
54,c4ec2e4bbf4b1415c51a2894808511a6,['Здоровый образ жизни: Методики оздоровления: Отказ от курения']
55,84f46db88ec53b3e2cb98dc7542c3012,['Здоровый образ жизни: Здоровье пожилых людей']
56,1500e76cd45d86336d9f435cab641545,['Информационные технологии: Компьютеры и цифровые технологии: Компьютерные сети']
57,44bfe6cb305993b23ac3fcf042304ce1,['Семья и отношения: Воспитание детей: Воспитание детей с особыми потребностями']
58,852cf8b0229a873e60bf0744d2d0f1e2,['Семья и отношения: Воспитание детей: Воспитание детей с особыми потребностями']
59,1529e688bfbf60b1d89509bf20b8fd93,['Спорт: Олимпийские виды спорта: Летние олимпийские виды спорта']
60,44de23c2ae59a61c26b667a6aaa234dd,['Медицина: Медицинские направления: Заболевания головного мозга и нервной системы']
61,5529db532c7390eba2a893dd24fad5a8,['Спорт: Снукер/Пул/Бильярд']
62,751a09c81e0ab9e16c3cb478bbe06917,['Еда и напитки: Инновации и тренды в кулинарии']
63,a55692e718d1a6a77294825d31727400,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
64,4512339b690ecf3d54c575604595e062,['Здоровый образ жизни: Здоровье пожилых людей']
65,9549c295b8bbd7ce02127d1fe4013add,['Личные финансы: Коммунальные услуги: Интернет-провайдеры']
66,a59414207bf543ac61fc763f9a17acc9,['Хобби и интересы: Декоративно-прикладное искусство: Изготовление свечей и мыла']
67,15a86c762478e88498374957fdffafd7,['Здоровый образ жизни: Здоровье пожилых людей']
68,55caa11719c0c5d40df484ae15eaacaf,['Спорт: Олимпийские виды спорта: Летние олимпийские виды спорта']
69,f59cef287bd3084cd13e7fca0002f624,['Транспорт: Видео с видеорегистраторов']
70,e5971a9caa7348e8e5892af6fb3483c3,['Спорт: Олимпийские виды спорта: Летние олимпийские виды спорта']
71,15db6242726087b5089243346331b590,['Здоровый образ жизни: Здоровье пожилых людей']
72,75b78216cbd27bf079274c3fd0ae6ec9,['Спорт: Настольный теннис']
73,25cf8f45adc75b7d698dbd578fccb909,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
74,361377087b3cd121e0c5cec74e0ed24f,['Здоровый образ жизни: Здоровье пожилых людей']
75,f5f9ec71166218c6d74ffbd9bb081ec3,['Семья и отношения: Воспитание детей: Воспитание детей с особыми потребностями']
76,165fe4fd370ec4a27965370dc07690b5,['Семья и отношения: Воспитание детей: Воспитание детей с особыми потребностями']
77,867f29bc176c8b011a4bb698204421ad,['Спорт: Олимпийские виды спорта: Летние олимпийские виды спорта']
78,b6930de082f29972814843065668a7ef,['Хобби и интересы: Декоративно-прикладное искусство']
79,8690d2ad3832f42d76c1d281b6c268ac,['Здоровый образ жизни']
80,e64b4959d5cee7f0ebf0496474cb7ad0,['Спорт: Олимпийские виды спорта: Летние олимпийские виды спорта']
81,f6535dbbc77f80f11e4c6d3702410449,['Семья и отношения: Уход за пожилыми людьми']
82,76562f46b286a03979696d243972ffa9,['Бизнес и финансы: Экономика: Цены на бензин']
83,f661e71761b22ff66aaa1255c567337e,['Здоровый образ жизни: Здоровье пожилых людей']
84,16cf70cb580064f171dd7cfb45dde8af,['Путешествия: Тип путешествия: Путешествия на поезде']
85,56cef9e342a321f4a034838f450d54c2,['Семья и отношения: Воспитание детей: Воспитание детей с особыми потребностями']
86,46b4c4fb4b8a7f0f61c0f03ab9bdf93c,['Информационные технологии: Компьютеры и цифровые технологии: Компьютерные сети']
87,370f9c559d9703abcc3941784a71e659,['Бизнес и финансы: Промышленность и сфера услуг: Логистика и транспорт']
88,a6eed12d4d5e3cee847d55f7ad1355af,['Здоровый образ жизни: Методики оздоровления: Отказ от курения']
89,26c5688b87fefbabfa3b43dcdcab6a21,['Здоровый образ жизни: Здоровье пожилых людей']
90,c724e766dccfd54da9ad1a01885f81c0,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
91,97112984d4fab00cddd2e0e32093f92a,['Здоровый образ жизни: Методики оздоровления: Альтернативная медицина']
92,46ea04be096efb850439e1cc1063287d,['Здоровый образ жизни: Методики оздоровления: Отказ от курения']
93,972150c4e89ccb4daa94f2d24861550d,['Здоровый образ жизни: Методики оздоровления: Альтернативная медицина']
94,26e5734c3dc1e121297e2d0e7e53dd60,['Транспорт: Типы кузова автомобиля: SUV']
95,f70f9d7ff562fd6ce75e61f05aabf735,['Бизнес и финансы: Экономика: Цены на бензин']
96,674f1327cafe0afbba500233f940d5d3,['Спорт: Настольный теннис']
97,e76970fd62fdd82f2d90391a07238ffc,['Изобразительное искусство']
98,37ce26e81a626f67824d47e748e1097d,['Спорт: Олимпийские виды спорта: Летние олимпийские виды спорта']
99,e7a6c037a5ee944f73a77f7f61543aae,['Спорт: Олимпийские виды спорта: Летние олимпийские виды спорта']
100,07f0db83e38fff3b6f4fe8527ff25039,['Здоровый образ жизни: Здоровье пожилых людей']
101,882b97ebba764900f77462777cbf5ce1,['Бизнес и финансы: Промышленность и сфера услуг: Экология и охрана природы']
102,581c8ff5516110081721bec99bc71ba8,['Транспорт: Видео с видеорегистраторов']
103,083492709d578d030e17e8bdeddb34ea,['Спорт: Олимпийские виды спорта: Летние олимпийские виды спорта']
104,f823b1d0a23883ea2248990921d1a182,['Здоровый образ жизни: Здоровье пожилых людей']
105,282c79f79a471202c8ddac397c1cc8a1,['Семья и отношения: Воспитание детей: Интернет-безопасность для детей']
106,3881e283eba9b8e719d6171bc44ee84e,['Музыка и аудио: R&B/Соул/Фанк']
107,4885397a91b4e3ee020ece18ef8a8786,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
108,d8f7d4ce5c37e725dc47d634a4115011,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
109,1902e27a8d546b96175f9ee2f4470e65,['Хобби и интересы: Декоративно-прикладное искусство: Резьба по дереву']
110,c93eefa6c1062f7ba7552502bbb71f7d,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
111,e8c596ce996946ca121795fc53f0480b,['Спорт: Снукер/Пул/Бильярд']
112,c95ba3fd9c94a50fcec2a650dd941a89,['Здоровый образ жизни: Питание']
113,092a79e1e001f736ddf3433000b27f19,['Здоровый образ жизни: Методики оздоровления: Физиотерапия']
114,89697674610449124930370d907c2099,['Здоровый образ жизни: Методики оздоровления: Отказ от курения']
115,f8f5e2cbf7d0638347b743a995d74ea6,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
116,a977cfae174034f03774861f9b4afc94,['Спорт: Олимпийские виды спорта: Летние олимпийские виды спорта']
117,a989141fa40a039593a89d54cdfff410,['Музыка и аудио: Авторская музыка/фолк']
118,a99e0b0fc272640a1ebcd23e8ff3589d,['Спорт: Олимпийские виды спорта: Летние олимпийские виды спорта']
119,99aea4f594ad0452528a03aebe60efc9,['Семья и отношения: Воспитание детей: Интернет-безопасность для детей']
120,99d1ceabed2eb23d1cf2c756d73351c0,['Хобби и интересы: Декоративно-прикладное искусство: Резьба по дереву']
121,798813e0fc976f15add2da740afe963c,['Хобби и интересы: Декоративно-прикладное искусство: Резьба по дереву']
122,f9990335b45314938c396c40f6ff9bd0,['Здоровый образ жизни']
123,69d14f440243202ec3b95b6f5612eca4,['Личные финансы: Коммунальные услуги: Интернет-провайдеры']
124,e9d01a43a289b4866a1e530f3ff45486,['Бизнес и финансы: Экономика: Цены на бензин']
125,8a587c1ccd04c1922cc358ee503542dd,['Здоровый образ жизни']
126,da6700408052d8790d2beaf2158574e1,['Здоровый образ жизни: Здоровье пожилых людей']
127,aa5a0d3617106a88521bdb65f9787676,['Семья и отношения: Воспитание детей: Интернет-безопасность для детей']
128,9a96b1834ff3fc25c3d37fadfb8ca3fc,['Изобразительное искусство']
129,3a3e2b4631167075381ae6324f539f34,['Семья и отношения: Уход за пожилыми людьми']
130,6a32df072f15104386618235d0d302b3,['Семья и отношения: Воспитание детей: Интернет-безопасность для детей']
131,1ab5b5f3d12507435efc2e5253339f30,['Здоровый образ жизни: Здоровье пожилых людей']
132,3aa072ba5fdb28060119d7acc946f835,['Семья и отношения: Уход за пожилыми людьми']
133,dafb9f1c3854f229fab21115480e6d15,['Здоровый образ жизни']
134,eaa6023c8cb5f4caf3e142e3f17b386e,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
135,4af24038f57110ab20d3fb4af4ec3229,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
136,2b2223b7f5f0b357654daa62153b92cc,['Личные финансы: Страхование: Страхование домашних животных']
137,fb107476f8be3871ddd2a812b5e3e4f5,['Семья и отношения: Воспитание детей: Воспитание детей с особыми потребностями']
138,2b2bd2e70854a4589ec03d48946c639b,['Здоровый образ жизни: Здоровье пожилых людей']
139,8bcecf4a9f450e0f7458f04be25f0bd8,['Спорт: Олимпийские виды спорта: Летние олимпийские виды спорта']
140,7b7bad1203c4dd9d6705a303f0183f8c,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
141,3ba7044f68bdb86bb38d56aad3340456,['Спорт: Катание на роликовых коньках']
142,abd30314f7cc0294ee1eb9326db8c457,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
143,cc0904d3de995d4851de65b93860d8d5,['Семья и отношения: Воспитание детей: Воспитание детей с особыми потребностями']
144,eba99715faabb18115f82bcd6029d838,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
145,1bd82a1ed60a2733aec953b49e94efe9,['Хобби и интересы: Декоративно-прикладное искусство: Изготовление свечей и мыла']
146,2ba05ee68bdb2cf15a70a32c6a5b12cc,['Транспорт: Типы автомобилей: Автомобили класса люкс']
147,0c067ba61ca3b78bd5de778774bf8ade,['Бизнес и финансы: Промышленность и сфера услуг: Экология и охрана природы']
148,9c528ce9ac3d25999ce79940ba3ebc8a,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
149,bc3e93908fe4a16b4a40b29a3f2bb727,['Семья и отношения: Воспитание детей: Интернет-безопасность для детей']
150,ac3f9d3784bc09586ad06f1ba23d7c0a,['Семья и отношения: Воспитание детей: Интернет-безопасность для детей']
151,9c60bf6f920c74c983d24516c16a106b,['Бизнес и финансы: Промышленность и сфера услуг: Пищевая промышленность']
152,bc52ef94d0ed6b53576cc63b8169576a,['Спорт: Снукер/Пул/Бильярд']
153,7c3fe66284c48634f33b7a3cfb7cb6ec,['Здоровый образ жизни: Здоровье пожилых людей']
154,7c4056168a7ae581ad60aee08f64cf17,['Семья и отношения: Воспитание детей: Интернет-безопасность для детей']
155,ac7530ef9a68ae9ca8eaba4d2abbe3aa,['Здоровый образ жизни: Здоровье пожилых людей']
156,4c82ef411fc1e7ab07321605c4917b58,['Здоровый образ жизни: Методики оздоровления: Отказ от курения']
157,1c8af4543c345fd937bdc234a72712f1,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
158,6c636035fe69c7eece985a4fd98d1989,['Массовая культура: Юмор и сатира']
159,0caf7c166b36608e0bad7aa8512af366,['Здоровый образ жизни: Здоровье пожилых людей']
160,cd08a80aae2b212a987cba6e9207e6ab,['Личные финансы: Коммунальные услуги: Интернет-провайдеры']
161,4cb8085a4154b91c5e6288c33b70949c,['Спорт: Олимпийские виды спорта: Летние олимпийские виды спорта']
162,2c745419906a934efc4201da29f31c3b,['Здоровый образ жизни: Здоровье пожилых людей']
163,cd1022c69c974065880ba726fae24077,['Информационные технологии: Компьютеры и цифровые технологии: Компьютерные сети']
164,cd25c8d9c603817d3dd263e61c5132c4,['Спорт: Олимпийские виды спорта: Летние олимпийские виды спорта']
165,dd5057dd0fdd79ca5e699a5502a4b76f,['Здоровый образ жизни: Здоровье пожилых людей']
166,2caa27c4926768a14395b856a7cfa580,['Бизнес и финансы: Экономика: Цены на бензин']
167,4d03cff18447ff0e57785eedfea2c0d0,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
168,6cd9c85028c3e584b6d85c85350e2d2e,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
169,cd5698491064bcad3ab1347aba398846,['Хобби и интересы: Декоративно-прикладное искусство: Резьба по дереву']
170,fcb009f177116d100e67f88f57006190,['Семья и отношения: Воспитание детей: Усыновление и воспитание приемных детей']
171,3d1a29fec21eeb0a483a12d7295ecc50,['Семья и отношения: Воспитание детей: Детские сады и дошкольные учреждения']
172,1d44aeebed05f8e40cbcdda99a4447c2,['Семья и отношения: Воспитание детей: Детские сады и дошкольные учреждения']
173,3d5228b11649c452afc7984575d17673,['Спорт: Олимпийские виды спорта: Летние олимпийские виды спорта']
174,7d6f46570858201ff82cb95e8b12d17a,['Музыка и аудио: Авторская музыка/фолк']
175,fd197fedd8504e4925331419570585c2,['Недвижимость: Купля-продажа недвижимости']
176,cdbfc46415b63955159836a012fd1ca3,['Здоровый образ жизни: Методики оздоровления: Отказ от курения']
177,4dbf1e5781face4cfadef43ca2805ce6,['Информационные технологии: Компьютеры и цифровые технологии: Компьютерные сети']
178,3db4105224b495121c7e1e8ad73c407d,['Здоровый образ жизни: Здоровье пожилых людей']
179,5ddd14aa6e5928bb215b9ed1b073af91,['Здоровый образ жизни: Здоровье пожилых людей']
180,1ddd99371b693e452499236b87ebb925,['Здоровый образ жизни: Здоровье пожилых людей']
181,ae1aabff40cc1ca65387bcb4e8506b08,['Семья и отношения: Воспитание детей: Воспитание детей с особыми потребностями']
182,ae5022a0264f784b2aac6de84f1d7569,['Семья и отношения: Воспитание детей: Воспитание детей с особыми потребностями']
183,9e97c1d0cb041563a2cb2126aca2e33f,['Здоровый образ жизни: Здоровье пожилых людей']
184,1e52e85eb0ddd2426314271198997729,['Здоровый образ жизни']
185,5ecb04cb42d403172b62c11526a8b3e9,['Семья и отношения: Уход за пожилыми людьми']
186,6eaa1f88d2e057da110b9679fd05d4f9,['Личные финансы: Коммунальные услуги: Интернет-провайдеры']
187,eeabf7b51a30979cbbeaf9f6ed05af25,['Семья и отношения: Воспитание детей: Воспитание детей с особыми потребностями']
188,df289788661c5d273a08a8a6cefd03b3,['Семья и отношения: Воспитание детей: Воспитание детей с особыми потребностями']
189,eeed2eadea117c2cbbaa0ba121a69eac,['Здоровый образ жизни: Здоровье пожилых людей']
190,8f2338b5cac010765360fe797348b845,['Транспорт: Помощь на дороге']
191,4f1bae1f60a3d023acbea0364c481a2f,['Здоровый образ жизни: Здоровье пожилых людей']
192,1f1f054ce2cb4df58b2f1473f979fa25,['Личные финансы: Финансовая помощь: Финансовая помощь студентам']
193,4f511d46431db5b97c5f3be075bac5a0,['Семья и отношения: Воспитание детей: Воспитание детей с особыми потребностями']
194,0f84219f46782fca9482fb88da146ed3,['Информационные технологии: Компьютеры и цифровые технологии: Компьютерные сети']
195,2f67917a65dd8d5b348de81d15b1d8ff,['Здоровый образ жизни']
196,6fa39a883591bc0e2cf7ef6c5349c9df,['Семья и отношения: Воспитание детей: Воспитание детей в возрасте 4-11 лет']
197,bff493ac045715566a86cd7e84051938,['Личные финансы: Коммунальные услуги: Интернет-провайдеры']
198,7fdc692721faaaa5cd74f99b361cf593,['Информационные технологии: Компьютеры и цифровые технологии: Компьютерные сети']
